Date,Open,High,Low,Close,Volume,OpenInt
1970-04-01,0.6812,0.6853,0.6812,0.6812,1800584,0
1970-04-02,0.6812,0.6853,0.6772,0.6812,1741741,0
1970-04-03,0.6812,0.6853,0.6772,0.6772,3000974,0
1970-04-06,0.6729,0.6729,0.669,0.669,2506696,0
1970-04-07,0.669,0.6729,0.6649,0.6729,1447529,0
1970-04-08,0.6729,0.6772,0.6527,0.6607,2777376,0
1970-04-09,0.6607,0.6649,0.6527,0.6607,1306305,0
1970-04-10,0.6607,0.6607,0.6486,0.6486,3306953,0
1970-04-13,0.6404,0.6404,0.6282,0.6364,2459625,0
1970-04-14,0.6364,0.6364,0.6282,0.6364,6708054,0
1970-04-15,0.6364,0.6567,0.6364,0.6444,2330166,0
1970-04-16,0.6444,0.6444,0.6364,0.6444,2577310,0
1970-04-17,0.6444,0.6607,0.6444,0.6567,4095448,0
1970-04-20,0.6567,0.6607,0.6486,0.6567,1365147,0
1970-04-21,0.6567,0.6567,0.6527,0.6567,1212158,0
1970-04-22,0.6527,0.6527,0.6486,0.6486,1765277,0
1970-04-23,0.6486,0.6486,0.6404,0.6404,2024185,0
1970-04-24,0.6404,0.6404,0.6364,0.6404,1741741,0
1970-04-27,0.6404,0.6404,0.624,0.624,4083674,0
1970-04-28,0.624,0.624,0.6117,0.6159,8367420,0
1970-04-29,0.6159,0.6322,0.6077,0.6322,3789466,0
1970-04-30,0.6322,0.6322,0.624,0.6282,1824120,0
1970-05-01,0.624,0.624,0.6159,0.62,2247786,0
1970-05-04,0.62,0.62,0.5995,0.6037,3165735,0
1970-05-05,0.6037,0.6037,0.5833,0.5833,5236994,0
1970-05-06,0.5871,0.6117,0.5871,0.5916,4342586,0
1970-05-07,0.5916,0.6037,0.5916,0.6037,3212810,0
1970-05-08,0.6037,0.6117,0.5995,0.6077,1400454,0
1970-05-11,0.6117,0.62,0.6117,0.6117,2518464,0
1970-05-12,0.6117,0.6159,0.6037,0.6037,3554098,0
1970-05-13,0.6037,0.6077,0.5916,0.5995,3636472,0
1970-05-14,0.5955,0.5955,0.5833,0.5955,3718851,0
1970-05-15,0.5955,0.6117,0.5916,0.5995,4013064,0
1970-05-18,0.5995,0.6077,0.5995,0.6037,2259553,0
1970-05-19,0.6037,0.6037,0.5871,0.5871,1176849,0
1970-05-20,0.5833,0.5833,0.5588,0.5588,4154289,0
1970-05-21,0.5547,0.5547,0.5505,0.5505,4048375,0
1970-05-22,0.5505,0.5711,0.5505,0.5627,4413195,0
1970-05-25,0.5547,0.5547,0.5424,0.5424,2506696,0
1970-05-26,0.5424,0.5505,0.5345,0.5424,5813652,0
1970-05-27,0.5466,0.5916,0.5466,0.5793,3730622,0
1970-05-28,0.5793,0.5995,0.5793,0.5955,4472040,0
1970-05-29,0.5955,0.6077,0.5871,0.6037,2553770,0
1970-06-01,0.6077,0.6364,0.6077,0.6364,2683224,0
1970-06-02,0.6322,0.6322,0.62,0.6282,2847985,0
1970-06-03,0.6282,0.6322,0.62,0.6282,2836218,0
1970-06-04,0.6282,0.6404,0.6282,0.6322,3860075,0
1970-06-05,0.6282,0.6282,0.6117,0.6159,2024185,0
1970-06-08,0.6159,0.62,0.6077,0.6159,1741741,0
1970-06-09,0.6159,0.6159,0.5995,0.6077,2118335,0
1970-06-10,0.6077,0.6077,0.5955,0.6037,1106242,0
1970-06-11,0.6037,0.6037,0.5916,0.5955,1765277,0
1970-06-12,0.5955,0.5995,0.5871,0.5871,2506696,0
1970-06-15,0.5871,0.5955,0.5793,0.5833,1694667,0
1970-06-16,0.5916,0.6159,0.5916,0.6159,1765277,0
1970-06-17,0.6159,0.6282,0.6077,0.6077,2224252,0
1970-06-18,0.6077,0.6282,0.6077,0.624,1200389,0
1970-06-19,0.6282,0.6404,0.6282,0.6282,2977433,0
1970-06-22,0.6282,0.6282,0.6159,0.62,1706435,0
1970-06-23,0.62,0.62,0.6159,0.6159,1412221,0
1970-06-24,0.6159,0.62,0.6037,0.6037,2753833,0
1970-06-25,0.6037,0.6077,0.6037,0.6037,1706435,0
1970-06-26,0.6037,0.6159,0.6037,0.6037,1176849,0
1970-06-29,0.6037,0.6037,0.5871,0.5916,2847985,0
1970-06-30,0.5916,0.5955,0.5871,0.5916,1988880,0
1970-07-01,0.5916,0.5916,0.5793,0.5916,2153637,0
1970-07-02,0.5955,0.6077,0.5955,0.6077,2777376,0
1970-07-06,0.6077,0.6077,0.5955,0.6037,2389008,0
1970-07-07,0.5995,0.5995,0.5916,0.5955,2424320,0
1970-07-08,0.5955,0.6159,0.5955,0.6159,2083028,0
1970-07-09,0.6159,0.624,0.6037,0.6077,4060141,0
1970-07-10,0.6077,0.624,0.6037,0.62,2224252,0
1970-07-13,0.62,0.624,0.6159,0.62,1741741,0
1970-07-14,0.62,0.624,0.6037,0.6077,1741741,0
1970-07-15,0.6077,0.6159,0.6037,0.6077,1671128,0
1970-07-16,0.6077,0.6117,0.6037,0.6037,3389338,0
1970-07-17,0.6077,0.62,0.6077,0.6159,2024185,0
1970-07-20,0.6159,0.624,0.6159,0.62,2483155,0
1970-07-21,0.62,0.6282,0.62,0.62,1494600,0
1970-07-22,0.62,0.624,0.6117,0.6117,1541676,0
1970-07-23,0.6117,0.6159,0.6077,0.6159,2188944,0
1970-07-24,0.6159,0.6159,0.6037,0.6037,1270998,0
1970-07-27,0.6037,0.6077,0.6037,0.6077,717879,0
1970-07-28,0.6077,0.6077,0.5995,0.5995,1576982,0
1970-07-29,0.5995,0.6117,0.5995,0.6077,906177,0
1970-07-30,0.6117,0.62,0.6117,0.62,1400454,0
1970-07-31,0.62,0.624,0.62,0.62,1435756,0
1970-08-03,0.6159,0.6159,0.6077,0.6077,1176849,0
1970-08-04,0.6077,0.6077,0.6037,0.6037,1729973,0
1970-08-05,0.6037,0.6077,0.5995,0.5995,1871196,0
1970-08-06,0.5995,0.6037,0.5995,0.6037,1447529,0
1970-08-07,0.6037,0.6077,0.6037,0.6037,1694667,0
1970-08-10,0.6037,0.6037,0.5871,0.5871,1306305,0
1970-08-11,0.5871,0.5871,0.5833,0.5871,2153637,0
1970-08-12,0.5871,0.5871,0.5833,0.5833,1212158,0
1970-08-13,0.5833,0.5833,0.5627,0.5671,3824770,0
1970-08-14,0.5671,0.5671,0.5627,0.5671,2553770,0
1970-08-17,0.5671,0.5671,0.5588,0.5627,1635825,0
1970-08-18,0.5671,0.5711,0.5671,0.5711,3095118,0
1970-08-19,0.5711,0.5793,0.5711,0.5793,2612615,0
1970-08-20,0.5793,0.5833,0.5749,0.5833,1859423,0
1970-08-21,0.5833,0.5871,0.5833,0.5871,1506369,0
1970-08-24,0.5871,0.6037,0.5871,0.6037,3401100,0
1970-08-25,0.6037,0.6117,0.5955,0.6117,2389008,0
1970-08-26,0.6117,0.624,0.6077,0.6159,3954222,0
1970-08-27,0.6159,0.6159,0.6117,0.6117,1070932,0
1970-08-28,0.6117,0.6159,0.6037,0.6159,1741741,0
1970-08-31,0.6159,0.6159,0.6037,0.6077,1247463,0
1970-09-01,0.6077,0.62,0.6037,0.6159,1318074,0
1970-09-02,0.6159,0.6159,0.6077,0.6159,882640,0
1970-09-03,0.6159,0.624,0.6159,0.62,1400454,0
1970-09-04,0.62,0.6322,0.6077,0.6077,1435756,0
1970-09-08,0.6077,0.624,0.6077,0.624,1765277,0
1970-09-09,0.624,0.6322,0.6159,0.624,1765277,0
1970-09-10,0.62,0.62,0.6117,0.62,1141547,0
1970-09-11,0.62,0.624,0.6159,0.62,1376917,0
1970-09-14,0.62,0.624,0.6159,0.62,1435756,0
1970-09-15,0.6159,0.6159,0.6037,0.6077,2094797,0
1970-09-16,0.6077,0.6117,0.6037,0.6077,2247786,0
1970-09-17,0.6077,0.6117,0.6037,0.6077,2683224,0
1970-09-18,0.6077,0.6077,0.6037,0.6077,2377241,0
1970-09-21,0.6077,0.6077,0.6037,0.6037,1282768,0
1970-09-22,0.6037,0.6077,0.6037,0.6077,1400454,0
1970-09-23,0.6077,0.62,0.6037,0.6159,1282768,0
1970-09-24,0.62,0.6282,0.62,0.6282,1659360,0
1970-09-25,0.6322,0.6364,0.6322,0.6364,2624381,0
1970-09-28,0.6364,0.6404,0.6364,0.6404,2777376,0
1970-09-29,0.6404,0.6444,0.6322,0.6404,1612286,0
1970-09-30,0.6364,0.6364,0.624,0.6322,1412221,0
1970-10-01,0.6322,0.6364,0.6322,0.6364,1400454,0
1970-10-02,0.6364,0.6444,0.6322,0.6444,1282768,0
1970-10-05,0.6486,0.669,0.6486,0.6607,3342260,0
1970-10-06,0.669,0.6934,0.669,0.6934,4213135,0
1970-10-07,0.6934,0.6934,0.6772,0.6812,3718851,0
1970-10-08,0.6772,0.6772,0.6607,0.6607,5036927,0
1970-10-09,0.6567,0.6567,0.6486,0.6486,2153637,0
1970-10-12,0.6486,0.6527,0.6404,0.6486,882640,0
1970-10-13,0.6486,0.6527,0.6486,0.6527,1318074,0
1970-10-14,0.6527,0.6607,0.6527,0.6607,976788,0
1970-10-15,0.6607,0.6607,0.6567,0.6567,1541676,0
1970-10-16,0.6607,0.6729,0.6607,0.669,1612286,0
1970-10-19,0.669,0.669,0.6607,0.6607,859105,0
1970-10-20,0.6607,0.669,0.6567,0.6649,1012090,0
1970-10-21,0.6649,0.669,0.6607,0.6607,823795,0
1970-10-22,0.6607,0.6772,0.6607,0.6729,1494600,0
1970-10-23,0.6729,0.6772,0.669,0.6729,1565213,0
1970-10-26,0.6729,0.6772,0.669,0.6729,1212158,0
1970-10-27,0.6729,0.6772,0.669,0.6772,1447529,0
1970-10-28,0.6772,0.6772,0.669,0.6772,1376917,0
1970-10-29,0.6772,0.6812,0.669,0.669,3754156,0
1970-10-30,0.669,0.6772,0.669,0.669,1494600,0
1970-11-02,0.669,0.6729,0.669,0.6729,1341607,0
1970-11-03,0.6729,0.6729,0.6729,0.6729,1118009,0
1970-11-04,0.6729,0.6853,0.6729,0.6772,2683224,0
1970-11-05,0.6772,0.6772,0.6729,0.6772,1412221,0
1970-11-06,0.6772,0.6812,0.6772,0.6812,1318074,0
1970-11-09,0.6812,0.6894,0.6812,0.6812,1671128,0
1970-11-10,0.6894,0.6975,0.6894,0.6975,1529907,0
1970-11-11,0.6975,0.7138,0.6934,0.6975,2447855,0
1970-11-12,0.6975,0.7016,0.6894,0.6894,1282768,0
1970-11-13,0.6894,0.6934,0.6853,0.6894,1200389,0
1970-11-17,0.6934,0.6934,0.6894,0.6894,1494600,0
1970-11-18,0.6894,0.6894,0.6812,0.6812,1212158,0
1970-11-19,0.6812,0.6853,0.6772,0.6812,1270998,0
1970-11-20,0.6812,0.6934,0.6812,0.6934,1341607,0
1970-11-23,0.6934,0.6975,0.6894,0.6894,1400454,0
1970-11-24,0.6934,0.6975,0.6934,0.6975,2447855,0
1970-11-25,0.6975,0.7138,0.6975,0.7138,1894728,0
1970-11-27,0.7138,0.7138,0.7097,0.7097,1400454,0
1970-11-30,0.7097,0.7138,0.7097,0.7097,1729973,0
1970-12-01,0.7097,0.7178,0.7097,0.7138,1694667,0
1970-12-02,0.7138,0.7178,0.7097,0.7178,1576982,0
1970-12-03,0.722,0.7342,0.722,0.7262,3977764,0
1970-12-04,0.7262,0.7301,0.7262,0.7301,2259553,0
1970-12-07,0.7301,0.7383,0.7301,0.7342,1694667,0
1970-12-08,0.7342,0.7421,0.7342,0.7421,4978086,0
1970-12-09,0.7421,0.7421,0.7301,0.7342,3824770,0
1970-12-10,0.7301,0.7301,0.722,0.7262,1824120,0
1970-12-11,0.722,0.722,0.7178,0.7178,2577310,0
1970-12-14,0.7178,0.722,0.7056,0.7138,2153637,0
1970-12-15,0.7138,0.722,0.7138,0.7178,1270998,0
1970-12-16,0.7178,0.722,0.7138,0.7178,1435756,0
1970-12-17,0.7178,0.7178,0.7097,0.7138,1447529,0
1970-12-18,0.7138,0.7178,0.7097,0.7097,1400454,0
1970-12-21,0.7097,0.7178,0.7056,0.7056,1824120,0
1970-12-22,0.7056,0.7097,0.7016,0.7056,1282768,0
1970-12-23,0.7056,0.7056,0.7016,0.7016,1800584,0
1970-12-24,0.7056,0.7097,0.7056,0.7056,1729973,0
1970-12-28,0.7056,0.7097,0.7056,0.7097,882640,0
1970-12-29,0.7178,0.722,0.7178,0.7178,1600519,0
1970-12-30,0.722,0.7301,0.722,0.7301,2671460,0
1970-12-31,0.7301,0.7301,0.7178,0.722,2389008,0
1971-01-04,0.7138,0.7138,0.7056,0.7056,2412546,0
1971-01-05,0.7016,0.7016,0.6934,0.6975,2800911,0
1971-01-06,0.6975,0.7097,0.6975,0.7097,3860075,0
1971-01-07,0.7097,0.7301,0.7097,0.7301,2412546,0
1971-01-08,0.7301,0.7301,0.722,0.7301,2118335,0
1971-01-11,0.7301,0.7301,0.7262,0.7301,1235700,0
1971-01-12,0.7301,0.7342,0.7262,0.7262,2753833,0
1971-01-13,0.7262,0.7342,0.7262,0.7301,2706762,0
1971-01-14,0.7301,0.7301,0.7262,0.7301,1506369,0
1971-01-15,0.7301,0.7342,0.7262,0.7301,2059493,0
1971-01-18,0.7301,0.7301,0.722,0.722,1282768,0
1971-01-19,0.722,0.7262,0.7178,0.722,717879,0
1971-01-20,0.722,0.7301,0.722,0.7262,2330166,0
1971-01-21,0.7262,0.7301,0.722,0.7262,1659360,0
1971-01-22,0.7262,0.7262,0.722,0.722,2165408,0
1971-01-25,0.722,0.7301,0.722,0.7301,1600519,0
1971-01-26,0.7301,0.7301,0.7262,0.7262,2647918,0
1971-01-27,0.7262,0.7301,0.722,0.7301,1576982,0
1971-01-28,0.7301,0.7421,0.7301,0.7383,2130099,0
1971-01-29,0.7383,0.7421,0.7383,0.7383,882640,0
1971-02-01,0.7383,0.7383,0.7301,0.7342,1435756,0
1971-02-02,0.7342,0.7383,0.7342,0.7342,1247463,0
1971-02-03,0.7342,0.7383,0.7342,0.7342,2424320,0
1971-02-04,0.7342,0.7342,0.7301,0.7301,1894728,0
1971-02-05,0.7301,0.7383,0.7301,0.7301,2130099,0
1971-02-08,0.7301,0.7301,0.7262,0.7301,1412221,0
1971-02-09,0.7301,0.7383,0.7301,0.7342,1988880,0
1971-02-10,0.7342,0.7421,0.7301,0.7421,2553770,0
1971-02-11,0.7421,0.7544,0.7421,0.7504,1506369,0
1971-02-12,0.7504,0.7544,0.7464,0.7504,1765277,0
1971-02-16,0.7504,0.7544,0.7464,0.7504,2506696,0
1971-02-17,0.7504,0.7544,0.7383,0.7383,1235700,0
1971-02-18,0.7383,0.7383,0.7262,0.7342,3130429,0
1971-02-19,0.7342,0.7342,0.7301,0.7301,1471067,0
1971-02-22,0.7301,0.7301,0.7178,0.7178,1506369,0
1971-02-23,0.7178,0.7262,0.7178,0.7262,1612286,0
1971-02-24,0.7262,0.7342,0.7262,0.7301,1200389,0
1971-02-25,0.7301,0.7342,0.7262,0.7342,1859423,0
1971-02-26,0.7383,0.7421,0.7383,0.7383,1306305,0
1971-03-01,0.7383,0.7464,0.7342,0.7464,1529907,0
1971-03-02,0.7464,0.7504,0.7421,0.7464,1200389,0
1971-03-03,0.7464,0.7464,0.7421,0.7464,1694667,0
1971-03-04,0.7464,0.7627,0.7464,0.7627,1235700,0
1971-03-05,0.7627,0.7627,0.7544,0.7587,1400454,0
1971-03-08,0.7587,0.7666,0.7587,0.7666,1270998,0
1971-03-09,0.7666,0.7789,0.7666,0.7789,1788814,0
1971-03-10,0.7789,0.7871,0.7748,0.7871,1965342,0
1971-03-11,0.7871,0.7871,0.7789,0.7789,2377241,0
1971-03-12,0.7789,0.7832,0.7748,0.7789,1824120,0
1971-03-15,0.7789,0.7789,0.771,0.7748,1376917,0
1971-03-16,0.7789,0.7913,0.7789,0.7871,1341607,0
1971-03-17,0.7871,0.7913,0.7832,0.7913,1318074,0
1971-03-18,0.7954,0.8075,0.7954,0.7994,1824120,0
1971-03-19,0.7994,0.8075,0.7994,0.8035,1765277,0
1971-03-22,0.8035,0.8035,0.7871,0.7994,1435756,0
1971-03-23,0.7954,0.7954,0.7789,0.7832,1706435,0
1971-03-24,0.7832,0.7913,0.7789,0.7913,1471067,0
1971-03-25,0.7913,0.7913,0.7832,0.7832,1541676,0
1971-03-26,0.7832,0.7954,0.7832,0.7954,2718531,0
1971-03-29,0.7954,0.8035,0.7954,0.8035,2612615,0
1971-03-30,0.8035,0.8075,0.7994,0.8035,847332,0
1971-03-31,0.8035,0.8035,0.7994,0.7994,1153312,0
1971-04-01,0.8035,0.8075,0.8035,0.8075,1200389,0
1971-04-02,0.8075,0.8075,0.8035,0.8035,2847985,0
1971-04-05,0.8035,0.8116,0.7994,0.8116,1576982,0
1971-04-06,0.8116,0.8239,0.8116,0.8239,1435756,0
1971-04-07,0.8239,0.832,0.8197,0.832,1235700,0
1971-04-08,0.832,0.8524,0.832,0.8524,1824120,0
1971-04-12,0.8567,0.8933,0.8567,0.8851,2165408,0
1971-04-13,0.8851,0.8891,0.8607,0.8607,2624381,0
1971-04-14,0.8524,0.8524,0.8362,0.84,2871517,0
1971-04-15,0.84,0.8484,0.84,0.84,1529907,0
1971-04-16,0.84,0.8444,0.832,0.8362,3718851,0
1971-04-19,0.8362,0.8444,0.8362,0.8444,1376917,0
1971-04-20,0.8444,0.8484,0.832,0.832,1235700,0
1971-04-21,0.832,0.832,0.8279,0.8279,1671128,0
1971-04-22,0.8279,0.8362,0.8197,0.8197,2965664,0
1971-04-23,0.8197,0.8197,0.8158,0.8197,1953575,0
1971-04-26,0.8239,0.832,0.8239,0.832,1506369,0
1971-04-27,0.832,0.832,0.8279,0.8279,2906824,0
1971-04-28,0.8279,0.832,0.8239,0.8279,1471067,0
1971-04-29,0.8279,0.832,0.8239,0.8279,3754156,0
1971-04-30,0.8239,0.8239,0.8116,0.8158,1365147,0
1971-05-03,0.8158,0.8158,0.8116,0.8158,1765277,0
1971-05-04,0.8158,0.8239,0.8116,0.8239,2506696,0
1971-05-05,0.8239,0.8279,0.8197,0.8279,2871517,0
1971-05-06,0.8279,0.8362,0.8279,0.832,3306953,0
1971-05-07,0.832,0.8362,0.8279,0.8362,2847985,0
1971-05-10,0.8362,0.84,0.832,0.8362,1012090,0
1971-05-11,0.8362,0.8524,0.8362,0.8524,2683224,0
1971-05-12,0.8524,0.8689,0.8524,0.8567,2671460,0
1971-05-13,0.8567,0.8646,0.8484,0.8607,1835887,0
1971-05-14,0.8607,0.8768,0.8607,0.8646,1565213,0
1971-05-17,0.8646,0.8646,0.84,0.84,1694667,0
1971-05-18,0.84,0.8484,0.8362,0.8444,1212158,0
1971-05-19,0.8444,0.8524,0.8444,0.8484,1376917,0
1971-05-20,0.8484,0.8567,0.8484,0.8567,1541676,0
1971-05-21,0.8567,0.8729,0.8567,0.8646,1800584,0
1971-05-24,0.8607,0.8607,0.8484,0.8524,1988880,0
1971-05-25,0.8484,0.8484,0.84,0.8444,1965342,0
1971-05-26,0.8444,0.8524,0.84,0.8484,1212158,0
1971-05-27,0.8484,0.8524,0.8484,0.8524,682574,0
1971-05-28,0.8524,0.8567,0.8484,0.8567,976788,0
1971-06-01,0.8567,0.8567,0.8524,0.8524,1576982,0
1971-06-02,0.8524,0.8567,0.8524,0.8567,2447855,0
1971-06-03,0.8567,0.8689,0.8567,0.8646,2753833,0
1971-06-04,0.8646,0.8768,0.8607,0.8729,1400454,0
1971-06-07,0.8811,0.8891,0.8811,0.8851,1612286,0
1971-06-08,0.8851,0.8851,0.8811,0.8811,1270998,0
1971-06-09,0.8811,0.8851,0.8729,0.8768,1471067,0
1971-06-10,0.8768,0.8768,0.8729,0.8768,1318074,0
1971-06-11,0.8768,0.8851,0.8768,0.8851,1341607,0
1971-06-14,0.8851,0.8851,0.8811,0.8851,1118009,0
1971-06-15,0.8851,0.8891,0.8851,0.8891,976788,0
1971-06-16,0.8891,0.8933,0.8851,0.8851,3624707,0
1971-06-17,0.8851,0.8891,0.8768,0.8768,1635825,0
1971-06-18,0.8729,0.8729,0.8484,0.8484,1341607,0
1971-06-21,0.8484,0.8567,0.8444,0.8567,2035955,0
1971-06-22,0.8567,0.8607,0.8524,0.8567,1471067,0
1971-06-23,0.8567,0.8607,0.8567,0.8607,3754156,0
1971-06-24,0.8607,0.8607,0.8524,0.8567,1529907,0
1971-06-25,0.8567,0.8567,0.8444,0.8524,682574,0
1971-06-28,0.8524,0.8524,0.8484,0.8524,1824120,0
1971-06-29,0.8567,0.8689,0.8567,0.8607,1565213,0
1971-06-30,0.8607,0.8729,0.8567,0.8729,1765277,0
1971-07-01,0.8729,0.8811,0.8729,0.8811,2965664,0
1971-07-02,0.8811,0.8851,0.8768,0.8811,1270998,0
1971-07-06,0.8811,0.8811,0.8646,0.8768,1212158,0
1971-07-07,0.8768,0.8768,0.8689,0.8729,753184,0
1971-07-08,0.8729,0.8729,0.8646,0.8646,988557,0
1971-07-09,0.8646,0.8646,0.8524,0.8567,2742068,0
1971-07-12,0.8567,0.8607,0.8567,0.8567,1082702,0
1971-07-13,0.8567,0.8567,0.8444,0.8484,1200389,0
1971-07-14,0.8484,0.8524,0.8279,0.8362,11286013,0
1971-07-15,0.8444,0.8567,0.8444,0.8567,2718531,0
1971-07-16,0.8567,0.8607,0.8524,0.8567,4154289,0
1971-07-19,0.8607,0.8689,0.8607,0.8646,882640,0
1971-07-20,0.8689,0.8811,0.8689,0.8768,1506369,0
1971-07-21,0.8768,0.8811,0.8768,0.8768,1494600,0
1971-07-22,0.8768,0.8811,0.8729,0.8768,1435756,0
1971-07-23,0.8768,0.8768,0.8768,0.8768,906177,0
1971-07-26,0.8768,0.8811,0.8768,0.8768,1635825,0
1971-07-27,0.8729,0.8729,0.8646,0.8646,1235700,0
1971-07-28,0.8646,0.8689,0.8607,0.8607,1494600,0
1971-07-29,0.8567,0.8567,0.84,0.8484,2683224,0
1971-07-30,0.8484,0.8484,0.8444,0.8484,1506369,0
1971-08-02,0.8484,0.8524,0.8484,0.8484,1859423,0
1971-08-03,0.8484,0.8524,0.84,0.8444,1282768,0
1971-08-04,0.8444,0.8484,0.8444,0.8484,1435756,0
1971-08-05,0.8484,0.8524,0.8484,0.8524,1200389,0
1971-08-06,0.8567,0.8646,0.8567,0.8607,2389008,0
1971-08-09,0.8607,0.8607,0.8567,0.8567,1282768,0
1971-08-10,0.8567,0.8607,0.8567,0.8567,1741741,0
1971-08-11,0.8607,0.8646,0.8607,0.8646,1200389,0
1971-08-12,0.8646,0.8646,0.8646,0.8646,1412221,0
1971-08-13,0.8646,0.8689,0.8646,0.8646,988557,0
1971-08-16,0.8768,0.8933,0.8768,0.8811,5154607,0
1971-08-17,0.8811,0.8851,0.8646,0.8646,3130429,0
1971-08-18,0.8646,0.8646,0.8567,0.8607,3295188,0
1971-08-19,0.8607,0.8689,0.8567,0.8646,2812679,0
1971-08-20,0.8646,0.8891,0.8646,0.8891,3660012,0
1971-08-23,0.8891,0.9177,0.8851,0.9177,3977764,0
1971-08-24,0.9217,0.9339,0.9217,0.9217,3306953,0
1971-08-25,0.9217,0.926,0.9177,0.9217,2377241,0
1971-08-26,0.9217,0.926,0.9138,0.9138,2200709,0
1971-08-27,0.9138,0.926,0.9138,0.926,1800584,0
1971-08-30,0.926,0.926,0.9217,0.926,1118009,0
1971-08-31,0.926,0.926,0.9217,0.926,1635825,0
1971-09-01,0.926,0.926,0.9217,0.926,1435756,0
1971-09-02,0.926,0.926,0.9217,0.9217,1153312,0
1971-09-03,0.9217,0.926,0.9217,0.926,953247,0
1971-09-07,0.926,0.9382,0.926,0.93,2836218,0
1971-09-08,0.93,0.93,0.9217,0.93,1765277,0
1971-09-09,0.93,0.9339,0.926,0.93,812029,0
1971-09-10,0.9217,0.9217,0.9056,0.9138,1153312,0
1971-09-13,0.9138,0.9217,0.9056,0.9095,1012090,0
